local_image_path,label
../data/images/motherboard_0.jpg,0
../data/images/motherboard_1.jpg,0
../data/images/motherboard_2.jpg,0
../data/images/motherboard_3.jpg,0
../data/images/motherboard_4.jpg,0
../data/images/motherboard_5.jpg,0
../data/images/motherboard_6.jpg,0
../data/images/motherboard_7.jpg,0
../data/images/motherboard_8.jpg,0
../data/images/motherboard_9.jpg,0
../data/images/motherboard_10.jpg,0
../data/images/motherboard_11.jpg,0
../data/images/motherboard_12.jpg,0
../data/images/motherboard_13.jpg,0
../data/images/motherboard_14.jpg,0
../data/images/motherboard_15.jpg,0
../data/images/motherboard_16.jpg,0
../data/images/motherboard_17.jpg,0
../data/images/motherboard_18.jpg,0
../data/images/motherboard_19.jpg,0
../data/images/motherboard_20.jpg,0
../data/images/motherboard_21.jpg,0
../data/images/motherboard_22.jpg,0
../data/images/motherboard_23.jpg,0
../data/images/motherboard_24.jpg,0
../data/images/motherboard_25.jpg,0
../data/images/motherboard_26.jpg,0
../data/images/motherboard_27.jpg,0
../data/images/motherboard_28.jpg,0
../data/images/motherboard_29.jpg,0
../data/images/motherboard_30.jpg,0
../data/images/motherboard_31.jpg,0
../data/images/motherboard_32.jpg,0
../data/images/motherboard_33.jpg,0
../data/images/motherboard_34.jpg,0
../data/images/motherboard_35.jpg,0
../data/images/motherboard_36.jpg,0
../data/images/motherboard_37.jpg,0
../data/images/motherboard_38.jpg,0
../data/images/motherboard_39.jpg,0
../data/images/motherboard_40.jpg,0
../data/images/motherboard_41.jpg,0
../data/images/motherboard_42.jpg,0
../data/images/motherboard_43.jpg,0
../data/images/motherboard_44.jpg,0
../data/images/motherboard_45.jpg,0
../data/images/motherboard_46.jpg,0
../data/images/motherboard_47.jpg,0
../data/images/motherboard_48.jpg,0
../data/images/motherboard_49.jpg,0
../data/images/motherboard_50.jpg,0
../data/images/motherboard_51.jpg,0
../data/images/motherboard_52.jpg,0
../data/images/motherboard_53.jpg,0
../data/images/motherboard_54.jpg,0
../data/images/motherboard_55.jpg,0
../data/images/motherboard_56.jpg,0
../data/images/motherboard_57.jpg,0
../data/images/motherboard_58.jpg,0
../data/images/motherboard_59.jpg,0
../data/images/motherboard_60.jpg,0
../data/images/motherboard_61.jpg,0
../data/images/motherboard_62.jpg,0
../data/images/motherboard_63.jpg,0
../data/images/motherboard_64.jpg,0
../data/images/motherboard_65.jpg,0
../data/images/motherboard_66.jpg,0
../data/images/motherboard_67.jpg,0
../data/images/motherboard_68.jpg,0
../data/images/motherboard_69.jpg,0
../data/images/motherboard_70.jpg,0
../data/images/motherboard_71.jpg,0
../data/images/motherboard_72.jpg,0
../data/images/motherboard_73.jpg,0
../data/images/motherboard_74.jpg,0
../data/images/motherboard_75.jpg,0
../data/images/motherboard_76.jpg,0
../data/images/motherboard_77.jpg,0
../data/images/motherboard_78.jpg,0
../data/images/motherboard_79.jpg,0
../data/images/motherboard_80.jpg,0
../data/images/motherboard_81.jpg,0
